"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","13","0","15","15","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","2","0","2","2","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","3","0","3","3","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","10","0","10","10","Compiling SnapGridMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithSplineMeshes}"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","0","13","0","13","13","Compiling M_AudioMaterialMeter: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","23","0","25","25","Compiling M_AudioMaterialRoundedSlider: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","23","0","25","25","Compiling M_AudioMaterialEnvelope_ADSR: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","0","13","0","13","13","Compiling M_AudioMaterialKnob: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Use V2-1'=False"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","0","13","0","13","13","Compiling M_AudioMaterialToggleButton: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Use V2-1'=False, StaticSwitch'Use V (B)2-1'=False"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","7","0","7","7","Compiling DefaultPostProcessMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting}"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","33","0","33","33","Compiling DefaultDeferredDecalMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithStaticLighting,bUsedWithSplineMeshes}"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","3","0","3","3","Compiling PhAT_UnselectedMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","0","3","3","Compiling PhAT_NoCollisionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","7","0","9","9","Compiling M_DynamicMeshComponentVtxColor: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","0","6","6","Compiling GizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","0","14","14","Compiling NaniteHiddenSectionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={}"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","333","0","356","356","Compiling WorldGridMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=1, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","14","0","16","16","Compiling DefaultTextMaterialOpaque: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","0","6","6","Compiling DebugEditorMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","2","0","2","2","Compiling M_SimpleSkyDome: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","0","2","2","Compiling TransformGizmoMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","57","0","63","63","Compiling HairDebugMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit|MSM_Hair, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithHairStrands}"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","3","0","3","3","Compiling M_ProcGrid: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNanite}, StaticSwitch'Enable Side Tint2-1'=False, StaticSwitch'ObjectAligned2-1'=True, StaticSwitch'Tri-Planar (Or Uni-Planar)2-1'=True, StaticSwitch'Water Level Tint2-1'=False"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","3","0","3","3","Compiling M_ProcGrid: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNanite}, StaticSwitch'Enable Side Tint2-1'=True, StaticSwitch'ObjectAligned2-1'=False, StaticSwitch'Tri-Planar (Or Uni-Planar)2-1'=False, StaticSwitch'Water Level Tint2-1'=True"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","6","0","6","6","Compiling M_Unlit: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithNanite}, StaticSwitch'bHasBaseColorTexture2-1'=True"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","10","0","12","12","Compiling M_Unlit: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithNanite}, StaticSwitch'bHasBaseColorTexture2-1'=True"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","10","0","10","10","Compiling M_Unlit: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithNanite}, StaticSwitch'bHasBaseColorTexture2-1'=True"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","4","0","4","4","Compiling M_Unlit: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithNanite}, StaticSwitch'bHasBaseColorTexture2-1'=True"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","26","0","30","30","Compiling M_Unlit: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithNanite}, StaticSwitch'bHasBaseColorTexture2-1'=True"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","26","0","30","30","Compiling M_Unlit: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithNanite}, StaticSwitch'bHasBaseColorTexture2-1'=True"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","16","0","16","16","Compiling M_ClearCoat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasClearCoatTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","30","0","36","36","Compiling M_ClearCoat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasClearCoatTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","12","0","12","12","Compiling M_ClearCoat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasClearCoatTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","30","0","36","36","Compiling M_ClearCoat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasClearCoatTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","8","0","10","10","Compiling M_ClearCoat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasClearCoatTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","14","0","18","18","Compiling M_ClearCoat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasClearCoatTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","28","0","32","32","Compiling M_Sheen: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSheenTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","16","0","16","16","Compiling M_Sheen: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSheenTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","6","0","6","6","Compiling M_Sheen: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSheenTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","28","0","32","32","Compiling M_Sheen: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSheenTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","12","0","12","12","Compiling M_Sheen: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSheenTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","12","0","14","14","Compiling M_Sheen: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Cloth, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasAnisotropyTexture2-1'=True, StaticSwitch'bHasBaseColorTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasIridescence2-1'=True, StaticSwitch'bHasMetallicRoughnessTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True, StaticSwitch'bHasSheenTexture2-1'=True, StaticSwitch'bHasSpecularTexture2-1'=True"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","28","0","32","32","Compiling M_SpecularGlossiness: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasDiffuseSpecGlossTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","28","0","32","32","Compiling M_SpecularGlossiness: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'bHasDiffuseSpecGlossTexture2-1'=True, StaticSwitch'bHasEmissiveTexture2-1'=True, StaticSwitch'bHasNormalTexture2-1'=True, StaticSwitch'bHasOcclusionTexture2-1'=True"
